Title,Year,Link,Episodes,Aired,Aired_start,Aired_end,AiredOn,Duration,Duration_min,ContentRating,RatingScore,RatingVotes,WatchPlatforms,Format,Genres,Tags,Director,Screenwriter,Ranked,Popularity,Watchers,Has_dubbing_prob,Has_dubbing_pred
Family Matters,2024,https://mydramalist.com/758379-family-plan,6,"Nov 29, 2024 - Dec 27, 2024","Nov 29, 2024","Dec 27, 2024",Friday,55 min.,55,15+ - Teens 15 or older,8.6,8476,"Tubi, Viki",Standard Series,"Action, Thriller, Crime, Supernatural","Black Comedy, Found Family, Supernatural Power, Graphic Violence, Murder, Death, School Bullying, Family Relationship, Serial Killings, Multiple Mains, (Vote tags)","Kim Gok, Kim Sun",Kim Jung Min,353,1074,8476,0.66,1
Duty after School: Part 1,2023,https://mydramalist.com/700087-after-school-war-activities,6,"Mar 31, 2023","Mar 31, 2023",,Friday,1 hr. 14 min.,74,18+ Restricted (violence & profanity),8.6,24222,Viki,Standard Series,"Action, Thriller, Drama, Sci-Fi","Military, High School, Survival, Supernatural Phenomena, Apocalypse, Leadership, Monster, War, Bully Male Lead, Student Female Lead, (Vote tags)",Sung Yong Il,Lee Nam Gyu,389,381,24222,0.59,0
Mr. Queen: The Bamboo Forest,2021,https://mydramalist.com/688147-mr-queen-the-bamboo-forest,2,"Feb 13, 2021 - Feb 14, 2021","Feb 13, 2021","Feb 14, 2021","Saturday, Sunday",30 min.,30,15+ - Teens 15 or older,8.6,7209,Viki,Drama Special,"Historical, Comedy, Romance, Fantasy","Questioning (Sexuality And Gender), Palace Setting, Queen Female Lead, Queen Cheorin, Historical Figure, Jealous Male Lead, Historical Fiction, Secret, Royalty, Gender Swap, (Vote tags)",Jang Yang Ho,Choi Ah Il,317,1579,7209,0.4,0
The Penthouse: War in Life,2020,https://mydramalist.com/53535-penthouse,21,"Oct 26, 2020 - Jan  5, 2021","Oct 26, 2020","Jan  5, 2021","Monday, Tuesday",1 hr. 25 min.,85,15+ - Teens 15 or older,8.7,37839,"Amazon Prime Video, Apple TV+, Netflix, Viki, WeTV, iQIYI",Standard Series,"Thriller, Mystery, Drama","School Bullying, Revenge, Motherhood, School Rivalry, Multiple Couples, Rich Male Lead, Mother-Daughter Relationship, Female Rivalry, Rich Female Lead, Rivalry, (Vote tags)",Joo Dong Min,Kim Soon Ok,286,157,37839,1,1
Seoul Busters,2024,https://mydramalist.com/757401-not-very-powerful-but-attractive,20,"Sep 11, 2024 - Oct 30, 2024","Sep 11, 2024","Oct 30, 2024",Wednesday,45 min.,45,15+ - Teens 15 or older,8.7,6005,"Disney+, Hulu",Standard Series,"Mystery, Comedy, Drama","Forensic Investigator Female Lead, Teammates' Relationship, Co-workers' Relationship, Former Athlete Male Lead, Police Department Setting, Pediatrician Supporting Character, Police Officer Supporting Character, Team Leader Male Lead, Detective Fiction, Detective Supporting Character, (Vote tags)",An Jong Yeon,"Lee Kwang Jae, Lee Young Chul",253,1317,6005,1,1
Beyond Evil,2021,https://mydramalist.com/60911-monster,16,"Feb 19, 2021 - Apr 10, 2021","Feb 19, 2021","Apr 10, 2021","Friday, Saturday",1 hr. 5 min.,65,18+ Restricted (violence & profanity),8.7,29907,"Amazon Prime Video, Disney+, Netflix, Tubi, Viki, WeTV",Standard Series,"Thriller, Mystery, Psychological, Drama","Investigation, Suspense, Determined Male Lead, Murder, Trauma, Corruption, Psychological Manipulation, Smart Male Lead, Serial Killings, Hidden Past, (Vote tags)",Shim Na Yeon,Kim Soo Jin,245,179,29907,1,1
Dr. Romantic Season 2,2020,https://mydramalist.com/38301-romantic-doctor-teacher-kim-2,16,"Jan  6, 2020 - Feb 25, 2020","Jan  6, 2020","Feb 25, 2020","Monday, Tuesday",1 hr. 10 min.,70,15+ - Teens 15 or older,8.7,37678,"Apple TV+, Netflix, Viki, WeTV",Standard Series,"Romance, Drama, Medical, Melodrama","Slow Burn Romance, Healing, Character Development, Surgeon Male Lead, Friends To Lovers, Love/Hate Relationship, Hardworking Female Lead, Hospital Setting, Rich Woman/Poor Man, Smart Female Lead, (Vote tags)","Yoo In Shik, Lee Gil Bok",Kang Eun Kyung,205,186,37678,1,1
Flex X Cop,2024,https://mydramalist.com/746193-gold-spoon,16,"Jan 26, 2024 - Mar 23, 2024","Jan 26, 2024","Mar 23, 2024","Friday, Saturday",1 hr. 10 min.,70,15+ - Teens 15 or older,8.7,17022,"Disney+, Hulu",Standard Series,"Action, Thriller, Mystery, Comedy","Detective Fiction, Teamwork, Rich Male Lead, Investigation, Team Leader Female Lead, Immature Male Lead, Character Development, Badass Female Lead, Non-MDL Remake, Slight Romance, (Vote tags)",Kim Jae Hong,Kim Ba Da,285,471,17022,1,1
Hometown Cha-Cha-Cha,2021,https://mydramalist.com/683929-mr-hong,16,"Aug 28, 2021 - Oct 17, 2021","Aug 28, 2021","Oct 17, 2021","Saturday, Sunday",1 hr. 20 min.,80,15+ - Teens 15 or older,8.7,96150,Netflix,Standard Series,"Comedy, Romance, Life, Drama","Nice Male Lead, Character Development, Nice Female Lead, Cheerful Male Lead, Hardworking Female Lead, Hardworking Male Lead, Opposites Attract, Confident Female Lead, Smart Female Lead, Healing, (Vote tags)",Yoo Je Won,Shin Ha Eun,279,31,96150,0.95,1
Racket Boys,2021,https://mydramalist.com/75433-rocket-boy-squad,16,"May 31, 2021 - Aug  9, 2021","May 31, 2021","Aug  9, 2021","Monday, Tuesday",1 hr. 10 min.,70,15+ - Teens 15 or older,8.7,17190,Netflix,Standard Series,"Comedy, Life, Drama, Sports","Badminton, Friendship, Rural Life, Sport Club, Slight Romance, Multiple Mains, Arrogant Female Lead, Childhood Connection, Childhood Acquaintance, Middle School, (Vote tags)",Jo Young Kwang,Jung Bo Hoon,250,453,17190,0.85,1
Queen of Tears,2024,https://mydramalist.com/725367-untitled-park-ji-eun-project,16,"Mar  9, 2024 - Apr 28, 2024","Mar  9, 2024","Apr 28, 2024","Saturday, Sunday",1 hr. 28 min.,88,15+ - Teens 15 or older,8.7,75265,Netflix,Standard Series,"Comedy, Romance, Life, Drama","Rich Family, Company President (CEO) Female Lead, Lawyer Male Lead, Black Comedy, Heiress Female Lead, Second Chance Romance, Married Life, Illness, Conglomerate, Prestigious Family, (Vote tags)","Kim Hee Won, Jang Young Woo",Park Ji Eun,236,61,75265,1,1
The Devil Judge,2021,https://mydramalist.com/62087-the-demon-judge,16,"Jul  3, 2021 - Aug 22, 2021","Jul  3, 2021","Aug 22, 2021","Saturday, Sunday",1 hr. 15 min.,75,15+ - Teens 15 or older,8.7,30779,"Netflix, Viki, WeTV, iQIYI",Standard Series,"Mystery, Law, Crime, Drama","Dark Fiction, Judge Male Lead, Manipulative Female Lead, Orphan Male Lead, Rivalry, Dystopia, Corruption, Death, Hardworking Male Lead, Unrequited Love, (Vote tags)",Choi Jung Gyu,Moon Yoo Seok,247,159,30779,1,1
Family by Choice,2024,https://mydramalist.com/751097-a-prefabricated-family,16,"Oct  9, 2024 - Nov 27, 2024","Oct  9, 2024","Nov 27, 2024",Wednesday,1 hr. 10 min.,70,15+ - Teens 15 or older,8.7,31797,Viki,Standard Series,"Comedy, Romance, Youth, Family","MDL Remake, Found Family, Family Relationship, Slice Of Life, First Love, Bromance, Friendship, Estranged Parent, Emotionally Strong Female Lead, Student Supporting Character, (Vote tags)",Kim Seung Ho,Hong Si Yeong,277,209,31797,0.66,1
The Judge from Hell,2024,https://mydramalist.com/758169-the-judge-from-hell,14,"Sep 21, 2024 - Nov  2, 2024","Sep 21, 2024","Nov  2, 2024","Friday, Saturday",1 hr. 10 min.,70,15+ - Teens 15 or older,8.7,31881,"Disney+, Hulu",Standard Series,"Thriller, Mystery, Romance, Fantasy","Judge Female Lead, Detective Male Lead, Demon, Murder, Supernatural, Death, Demon Female Lead, Insensitive Female Lead, Character Development, Action, (Vote tags)",Park Jin Pyo,Cho I Su,313,204,31881,1,1
The Penthouse Season 2: War in Life,2021,https://mydramalist.com/680959-the-penthouse-season-2,13,"Feb 19, 2021 - Apr  2, 2021","Feb 19, 2021","Apr  2, 2021","Friday, Saturday",1 hr. 15 min.,75,15+ - Teens 15 or older,8.7,29783,"Amazon Prime Video, Netflix, Viki, WeTV, iQIYI",Standard Series,"Thriller, Mystery, Drama","Revenge, Corruption, Murder, Rich Male Lead, Motherhood, Rich Female Lead, School Bullying, Multiple Couples, Mother-Daughter Relationship, Trauma, (Vote tags)",Joo Dong Min,Kim Soon Ok,295,320,29783,1,1
Through the Darkness,2022,https://mydramalist.com/699557-inside-criminal-minds,12,"Jan 14, 2022 - Mar 12, 2022","Jan 14, 2022","Mar 12, 2022","Friday, Saturday",1 hr. 10 min.,70,18+ Restricted (violence & profanity),8.7,11928,"Amazon Prime Video, Apple TV+, Netflix, Viki",Standard Series,"Thriller, Mystery, Drama","Investigation, Murder, Empathic Male Lead, Calm Male Lead, Suspense, 1990s, 2000s, Offender Profiling, Death, Time Skip, (Vote tags)","Kim Jae Hong, Park Bo Ram",Seol I Na,239,712,11928,1,1
Youth of May,2021,https://mydramalist.com/74275-youth-of-may,12,"May  3, 2021 - Jun  8, 2021","May  3, 2021","Jun  8, 2021","Monday, Tuesday",1 hr. 10 min.,70,15+ - Teens 15 or older,8.7,28604,"Amazon Prime Video, Netflix, Viki",Standard Series,"Romance, Youth, Drama, Melodrama","Star Crossed Lovers, 1980s, Tearjerker, Rich Man/Poor Woman, Gwangju Uprising, Nice Male Lead, Smart Female Lead, Forbidden Love, Martial Law, Hardworking Female Lead, (Vote tags)","Song Min Yeop, Lee Dae Kyung",Lee Kang,227,165,28604,1,1
The First Responders,2022,https://mydramalist.com/711391-the-police-station-next-to-fire-station,12,"Nov 12, 2022 - Dec 30, 2022","Nov 12, 2022","Dec 30, 2022","Friday, Saturday",1 hr. 6 min.,66,18+ Restricted (violence & profanity),8.7,14546,"Apple TV+, Disney+, Hulu",Standard Series,"Action, Thriller, Mystery, Drama","Teamwork, Investigation, Slight Romance, Paramedic Female Lead, Firefighter Male Lead, Physically Strong Male Lead, Graphic Violence, Firefighter Supporting Character, Forensic Medical Examiner Supporting Character, Cold Case, (Vote tags)",Shin Kyung Soo,Min Ji Eun,215,619,14546,1,1
The Worst of Evil,2023,https://mydramalist.com/723885-the-worst-evil,12,"Sep 27, 2023 - Oct 25, 2023","Sep 27, 2023","Oct 25, 2023",Wednesday,53 min.,53,18+ Restricted (violence & profanity),8.7,18505,"Disney+, Hulu",Standard Series,"Action, Thriller, Mystery, Crime","Gang, Graphic Violence, Skilled Fighter, Investigation, Married Male Lead, Noir, 1990s, Suspense, Drug Dealer Male Lead, Gangster Male Lead, (Vote tags)","Park Geun Beom, Han Dong Wook",Jang Min Seok,315,321,18505,1,1
Business Proposal,2022,https://mydramalist.com/693591-in-house-confrontation,12,"Feb 28, 2022 - Apr  5, 2022","Feb 28, 2022","Apr  5, 2022","Monday, Tuesday",60 min.,60,15+ - Teens 15 or older,8.7,158533,Netflix,Standard Series,"Comedy, Romance, Drama","Boss-Employee Relationship, Secondary Couple, Contract Relationship, Fake Identity, Company President (CEO) Male Lead, Double Identity, Sismance, Rich Male Lead, Cheerful Female Lead, Rich Man/Poor Woman, (Vote tags)",Park Seon Ho,"Han Sul Hee, Hong Bo Hee",305,9,158533,1,1
The Winning Try,2025,https://mydramalist.com/766977-try-we-become-miracles,12,"Jul 25, 2025 - Aug 30, 2025","Jul 25, 2025","Aug 30, 2025","Friday, Saturday",1 hr. 10 min.,70,15+ - Teens 15 or older,8.7,3689,Netflix,Standard Series,"Comedy, Youth, Sports","Rugby, Coach Male Lead, Athlete Male Lead, Lovers Reunited, Teamwork, Friendship, Student Supporting Character, Student Male Lead, Ex-lover Relationship, Former Athlete Male Lead, (Vote tags)",Jang Yeong Seok,,225,2062,3689,1,1
Sweet Home,2020,https://mydramalist.com/34064-sweet-home,10,"Dec 18, 2020","Dec 18, 2020",,Friday,52 min.,52,18+ Restricted (violence & profanity),8.7,84185,Netflix,Standard Series,"Action, Horror, Drama, Sci-Fi","Monster, Survival, Character Development, Gore, Supernatural Phenomena, Trauma, Adapted From A Webtoon, Paranormal, Death, Nice Male Lead, (Vote tags)","Lee Eung Bok, Jang Young Woo","Kim Hyung Min, Park So Jeong",259,42,84185,0.88,1
My Name,2021,https://mydramalist.com/65391-nemesis,8,"Oct 15, 2021","Oct 15, 2021",,Friday,50 min.,50,18+ Restricted (violence & profanity),8.7,82705,Netflix,Standard Series,"Action, Thriller, Mystery, Crime","Criminal Organization, Badass Female Lead, Revenge, Murder, Trauma, Hidden Identity, Gang, Double Identity, Noir, Death, (Vote tags)",Kim Jin Min,Kim Ba Da,304,50,82705,0.95,1
Bloodhounds,2023,https://mydramalist.com/701881-hounds,8,"Jun  9, 2023","Jun  9, 2023",,Friday,60 min.,60,18+ Restricted (violence & profanity),8.7,44913,Netflix,Standard Series,"Action, Thriller, Crime, Drama","Bromance, Debt, Graphic Violence, Skilled Fighter, Boxer Male Lead, Friendship, Teamwork, Boxing, COVID-19, Fraud, (Vote tags)",,,274,146,44913,1,1
D.P. Season 2,2023,https://mydramalist.com/713549-d-p-season-2,6,"Jul 28, 2023","Jul 28, 2023",,Friday,50 min.,50,15+ - Teens 15 or older,8.7,20551,Netflix,Standard Series,"Action, Military, Drama","Male Centered Plot, Bromance, Post-traumatic Stress Disorder (PTSD), Soldier Male Lead, Fight For Justice, Black Comedy, Noir, Adapted From A Webtoon, Military Violence, Graphic Violence, (Vote tags)",,Kim Bo Tong,273,483,20551,1,1
Mouse: The Predator,2021,https://mydramalist.com/697959-mouse-the-predator,2,"Apr 28, 2021 - Apr 29, 2021","Apr 28, 2021","Apr 29, 2021","Wednesday, Thursday",60 min.,60,15+ - Teens 15 or older,8.7,4324,Viki,Drama Special,"Thriller, Mystery, Drama, Sci-Fi","Murder, Investigation, Violence Against Animals, Graphic Violence, Serial Killer Male Lead, Age Gap [Drama Life], Age Gap [Real Life], Criminal Male Lead, Dark Fiction, Psychopath Male Lead, (Vote tags)",Choi Joon Bae,Choi Ran,211,2291,4324,0.4,0
The Red Sleeve,2021,https://mydramalist.com/61399-dress-sleeved-red,17,"Nov 12, 2021 - Jan  1, 2022","Nov 12, 2021","Jan  1, 2022","Friday, Saturday",1 hr. 20 min.,80,15+ - Teens 15 or older,8.8,23576,"Apple TV+, Netflix, Viki",Standard Series,"Historical, Romance, Drama, Melodrama","Noble Man/Common Woman, Palace Setting, Tearjerker, Joseon Dynasty, Death, Male Chases Female First, Smart Female Lead, Master-Servant Relationship, King Male Lead, Power Struggle, (Vote tags)","Jung Ji In, Song Yeon Hwa",Jung Hae Ri,195,278,23576,1,1
Taxi Driver,2021,https://mydramalist.com/52921-model-taxi,16,"Apr  9, 2021 - May 29, 2021","Apr  9, 2021","May 29, 2021","Friday, Saturday",1 hr. 5 min.,65,18+ Restricted (violence & profanity),8.8,44396,"Amazon Prime Video, Apple TV+, Netflix, Viki",Standard Series,"Action, Thriller, Crime, Drama","Revenge, Investigation, Taxi Driver Male Lead, Adapted From A Webtoon, Teamwork, Secret Organization, Prosecutor Female Lead, Based On A True Story, Smart Female Lead, Death Of A Mother, (Vote tags)",Park Joon Woo,"Oh Sang Ho, Lee Ji Hyun",147,112,44396,1,1
The Uncanny Counter,2020,https://mydramalist.com/62085-a-wonderful-rumor,16,"Nov 28, 2020 - Jan 24, 2021","Nov 28, 2020","Jan 24, 2021","Saturday, Sunday",1 hr. 10 min.,70,15+ - Teens 15 or older,8.8,69040,Netflix,Standard Series,"Action, Mystery, Drama, Supernatural","Found Family, Righteous Male Lead, Evil Spirit, Teamwork, Orphan Male Lead, Multiple Mains, Spirit, Nice Male Lead, Hidden Identity, School Bullying, (Vote tags)",Park Bong Sub,"Kim Sae Bom, Yeo Ji Na",165,59,69040,0.88,1
Tomorrow,2022,https://mydramalist.com/695963-tomorrow,16,"Apr  1, 2022 - May 21, 2022","Apr  1, 2022","May 21, 2022","Friday, Saturday",60 min.,60,15+ - Teens 15 or older,8.8,62159,Netflix,Standard Series,"Action, Thriller, Drama, Fantasy","Grim Reaper Female Lead, Grim Reaper Male Lead, Underworld, Attempted Suicide, Death, Suicide, Afterlife, Suicide Prevention, Coma, Team Leader Female Lead, (Vote tags)","Kim Tae Yoon, Sung Chi Wook","Park Ran, Park Ja Kyung, Kim Yu Jin",142,68,62159,1,1
Twenty-Five Twenty-One,2022,https://mydramalist.com/695149-twenty-five-twenty-one,16,"Feb 12, 2022 - Apr  3, 2022","Feb 12, 2022","Apr  3, 2022","Saturday, Sunday",1 hr. 15 min.,75,15+ - Teens 15 or older,8.8,79339,Netflix,Standard Series,"Romance, Life, Drama, Melodrama","Coming Of Age, Nostalgia, Fencing, Nice Male Lead, Friendship, Character Development, Competition, IMF Crisis, High School To Working Life, Reporter Male Lead, (Vote tags)","Jung Ji Hyun, Kim Seung Ho",Kwon Do Eun,171,41,79339,1,1
Missing: The Other Side Season 2,2022,https://mydramalist.com/696751-missing-the-other-side-2,14,"Dec 19, 2022 - Jan 31, 2023","Dec 19, 2022","Jan 31, 2023","Monday, Tuesday",60 min.,60,15+ - Teens 15 or older,8.8,6519,Netflix,Standard Series,"Thriller, Mystery, Supernatural","Searching For A Child, Village Setting, Cold Case, Hacker Female Lead, Righteous Male Lead, Afterlife, Orphan Male Lead, Spirit, Multiple Mains, Ghost-seeing Male Lead, (Vote tags)","Min Yeon Hong, Lee Ye Rim","Ban Ki Ri, Jung So Young",186,1512,6519,0.92,1
Tale of the Nine-Tailed 1938,2023,https://mydramalist.com/712521-tale-of-the-nine-tailed-season-2,12,"May  6, 2023 - Jun 11, 2023","May  6, 2023","Jun 11, 2023","Saturday, Sunday",1 hr. 10 min.,70,15+ - Teens 15 or older,8.8,20180,Amazon Prime Video,Standard Series,"Historical, Horror, Romance, Fantasy","Nine-tailed Fox, Action, Supernatural, 1930s, Bromance, Brothers' Relationship, Time Travel, Badass Male Lead, Friendship, Suspense, (Vote tags)","Kang Shin Hyo, Jo Nam Hyung",Han Woo Ri,170,294,20180,0.74,1
Happiness,2021,https://mydramalist.com/690709-happiness,12,"Nov  5, 2021 - Dec 11, 2021","Nov  5, 2021","Dec 11, 2021","Friday, Saturday",1 hr. 5 min.,65,15+ - Teens 15 or older,8.8,67853,"Apple TV+, Netflix, Viki, WeTV, iQIYI",Standard Series,"Action, Thriller, Drama, Sci-Fi","Infectious Disease, Police Officer Female Lead, Lockdown, Quarantine, Detective Male Lead, Building Setting, Virus, Slow Burn Romance, Healthy Mains’ Relationship, Determined Female Lead, (Vote tags)",Ahn Gil Ho,Han Sang Woon,140,66,67853,1,1
Daily Dose of Sunshine,2023,https://mydramalist.com/720737-morning-comes-to-the-mental-ward,12,"Nov  3, 2023","Nov  3, 2023",,Friday,1 hr. 10 min.,70,15+ - Teens 15 or older,8.8,30457,Netflix,Standard Series,"Life, Drama, Medical","Nurse Female Lead, Mental Illness, Healing, Mental Hospital Setting, Nice Female Lead, Depression, Doctor Male Lead, Co-workers' Relationship, Heartwarming, Slight Romance, (Vote tags)",Lee Jae Gyoo,"Lee Nam Gyu, Kim Da Hee",187,241,30457,1,1
Our Unwritten Seoul,2025,https://mydramalist.com/762921-unknown-seoul,12,"May 24, 2025 - Jun 29, 2025","May 24, 2025","Jun 29, 2025","Saturday, Sunday",1 hr. 20 min.,80,15+ - Teens 15 or older,8.8,21246,Netflix,Standard Series,"Romance, Life","Family Relationship, Healing, Hidden Identity, Loneliness, Identity Swap, Character Development, First Love, Friendship, Comedy, Difficult Adulthood, (Vote tags)",Park Shin Woo,Lee Kang,184,400,21246,1,1
Resident Playbook,2025,https://mydramalist.com/757797-a-life-of-a-resident-that-will-be-wise-someday,12,"Apr 12, 2025 - May 18, 2025","Apr 12, 2025","May 18, 2025","Saturday, Sunday",1 hr. 23 min.,83,15+ - Teens 15 or older,8.8,20917,Netflix,Standard Series,"Comedy, Life, Youth, Medical","Senior-Junior Relationship, Friendship, Resident Doctor Male Lead, Resident Doctor Female Lead, Hospital Setting, Obstetrician Female Lead, Romance, Obstetrician Male Lead, Professor Supporting Character, Indifferent Female Lead, (Vote tags)",Lee Min Soo,Kim Song Hee,190,432,20917,1,1
A Shop for Killers,2024,https://mydramalist.com/744135-the-killer-s-shopping-mall,8,"Jan 17, 2024 - Feb  7, 2024","Jan 17, 2024","Feb  7, 2024",Wednesday,51 min.,51,18+ Restricted (violence & profanity),8.8,30419,"Disney+, Hulu",Standard Series,"Action, Thriller, Mystery, Drama","Smart Male Lead, Smart Female Lead, Difficult Childhood, Uncle-Niece Relationship, Skilled Killer, Orphan Female Lead, Family Relationship, Survival, Found Family, Physically Strong Male Lead, (Vote tags)",,Ji Ho Jin,185,231,30419,1,1
Weak Hero Class 2,2025,https://mydramalist.com/702271-weak-hero-season-2,8,"Apr 25, 2025","Apr 25, 2025",,Friday,43 min.,43,18+ Restricted (violence & profanity),8.8,40332,Netflix,Standard Series,"Action, Thriller, Youth, Drama","Male Centered Plot, Skilled Fighter, High School, Violence, Friendship, School Violence, Gang, School Bullying, Bromance, School Setting, (Vote tags)",Park Dhan Hee,,144,206,40332,1,1
