Title,Year,Link,Episodes,Aired,Aired_start,Aired_end,AiredOn,OriginalNetwork,Duration,Duration_min,ContentRating,RatingScore,RatingVotes,WatchPlatforms,Format,Genres,Tags,Director,Screenwriter,Ranked,Popularity,Watchers,Has_dubbing_prob,Has_dubbing_pred
Starry Us,2025,https://mydramalist.com/769497-our-shining-star,16,,,,"Wednesday, Thursday",,60 min.,60,15+ - Teens 15 or older,,,,Standard Series,"Mystery, Comedy, Romance, Youth","Student Supporting Character, Student Female Lead, Student Male Lead, Classmates' Relationship, Village Setting, Campus Setting, Young Adult Male Lead, Taekwondo, Coming Of Age, Investigation, (Vote tags)",Kim Sung Wook,,35337,14303,0,0.53,0
I Can’t Live without You,2025,https://mydramalist.com/770945-i-can-t-live-without-you,20,,,,"Saturday, Sunday",,1 hr. 10 min.,70,15+ - Teens 15 or older,,,,Standard Series,Drama,"Bodyguard Female Lead, (Vote tags)",Jin Hyung Wook,Moon Young Nam,35353,12466,0,0.5,0
A Hundred Memories,2025,https://mydramalist.com/771853-100-memories,12,,,,"Saturday, Sunday",,1 hr. 10 min.,70,15+ - Teens 15 or older,,,Viki,Standard Series,"Comedy, Romance, Life, Youth","Bus Guide Female Lead, Best Friends' Relationship, Boxer Male Lead, Company President (CEO) Supporting Character, Reporter Supporting Character, Chasing A Dream, Confident Female Lead, Nostalgia, Hardworking Female Lead, 1980s, (Vote tags)",Kim Sang Ho,Yang Hee Seung,35360,3786,0,0.63,1
Waiting for Gyeong Do,2025,https://mydramalist.com/773367-waiting-for-gyeong-do,12,,,,"Saturday, Sunday",,,,Not Yet Rated,,,Viki,Standard Series,"Comedy, Romance","Ex Comes Back, Ex-couple Relationship, Married Supporting Character, Actor/Actress Supporting Character, Company President (CEO) Supporting Character, Reporter Male Lead, Troublemaker Female Lead, Sisters' Relationship, Divorced Female Lead, Lovers Reunited, (Vote tags)",Im Hyun Wook,Yoo Young Ah,35374,6817,0,0.63,1
Reverse,2025,https://mydramalist.com/773635-reverse,8,,,,,,60 min.,60,15+ - Teens 15 or older,,,,Standard Series,"Thriller, Mystery, Melodrama","Company President (CEO) Male Lead, Car Accident, Miniseries, Web Series, Revenge, Amnesia, Investigation, Suspense, (Vote tags)",,,35378,9109,0,0.53,0
Last Summer,2025,https://mydramalist.com/776063-last-summer,12,,,,"Saturday, Sunday",,1 hr. 10 min.,70,Not Yet Rated,,,,Standard Series,"Romance, Drama","Summer Setting, Bickering Mains' Relationship, Childhood Friends' Relationship, Hockey Player Supporting Character, Identical Twin Male Lead, Architect Male Lead, Death Of A Twin, Two Roles, Raised Abroad, Divorced Parents, (Vote tags)",Min Yeon Hong,Jeon Yoo Ri,35389,5495,0,0.53,0
As You Stood By,2025,https://mydramalist.com/777688-as-you-stood-by,8,,,,,,60 min.,60,18+ Restricted (violence & profanity),,,Netflix,Standard Series,"Thriller, Mystery, Psychological, Crime","Author Female Lead, Domestic Crime, Crime Against A Person, Violence Against Children, Married Female Lead, Married Male Lead, Writer Female Lead, Businessman Male Lead, Detective Supporting Character, Company President (CEO) Male Lead, (Vote tags)",Lee Jung Rim,,35407,8734,0,1,1
Typhoon Family,2025,https://mydramalist.com/777994-typhoon-boss,16,,,,"Saturday, Sunday",,60 min.,60,Not Yet Rated,,,,Standard Series,"Business, Life, Family","1990s, Co-workers' Relationship, Workplace Setting, Best Friends' Relationship, Company President (CEO) Supporting Character, Company President (CEO) Male Lead, Sisters' Relationship, Small Business, IMF Crisis, Financial Crisis, (Vote tags)",Lee Na Jung,,35410,5913,0,0.53,0
The 4th Love Revolution,2025,https://mydramalist.com/778660-the-4th-love-revolution,8,,,,,,,,Not Yet Rated,,,,Standard Series,"Comedy, Romance, Youth","Student Female Lead, Student Male Lead, School Setting, Campus Setting, Influencer Male Lead, Popular Male Lead, Nerdy Female Lead, Miniseries, Web Series, (Vote tags)","Yoon Sung Ho, Han In Mi",Song Hyun Ju,35424,15593,0,0.53,0
The Story of Bi Hyeong,2025,https://mydramalist.com/778712-the-story-of-bi-hyeong,12,,,,,,25 min.,25,Not Yet Rated,,,,Standard Series,"Comedy, Romance, Fantasy","Gay Male Lead, Gay Romance, Occult, LGBTQ+, (Vote tags)",,,35425,10008,0,0.53,0
Dynamite Kiss,2025,https://mydramalist.com/778830-kiss-me-for-no-reason,14,,,,"Monday, Tuesday",,1 hr. 10 min.,70,15+ - Teens 15 or older,,,,Standard Series,"Comedy, Romance","Workplace Setting, Best Friends' Relationship, Office Setting, Single Mother/Father Supporting Character, Team Leader Male Lead, Fake Relationship, Single Female Lead, Workplace Romance, Hidden Identity, Coming Of Age, (Vote tags)",Kim Jae Hyun,Ha Yoon Ah,35429,6436,0,0.53,0
The Moon Flows over the River,2025,https://mydramalist.com/778864-the-moon-flows-over-the-river,14,,,,"Friday, Saturday",,1 hr. 10 min.,70,15+ - Teens 15 or older,1,,,Standard Series,"Historical, Romance, Fantasy","Prince Supporting Character, Prince Male Lead, Noble Man/Common Woman, Amnesia, Body Swap, (Vote tags)",Lee Dong Hyeon,Jo Seung Hee,35430,4990,0,0.53,0
To the Moon,2025,https://mydramalist.com/779230-let-s-go-to-the-moon,12,,,,"Friday, Saturday",,1 hr. 10 min.,70,15+ - Teens 15 or older,,,,Standard Series,"Comedy, Romance","Difficult Adulthood, Co-workers' Relationship, Workplace Setting, Office Setting, Accountant Female Lead, Marketer Female Lead, Office Worker Female Lead, Heir Male Lead, Age Gap [Drama Life], Age Gap [Real Life], (Vote tags)","Oh Da Young, Jung Hoon",,35441,6103,0,0.53,0
Useless Love,2025,https://mydramalist.com/779598-useless-love,51,"Jan 22, 2025 - 2025","Jan 22, 2025",2025,Wednesday,,2 min.,2,Not Yet Rated,0,,,Vertical Series,"Comedy, Romance","Editor-in-chief Male Lead, Old Maid, Filmed Vertically, Perfectionist Female Lead, Old Bachelor Male Lead, Shy Male Lead, Web Series, (Vote tags)",Lee Jung Sub,,35446,16509,0,0.5,0
Ms. Incognito,2025,https://mydramalist.com/779450-good-woman-bu-se-mi,12,,,,"Monday, Tuesday",,1 hr. 10 min.,70,15+ - Teens 15 or older,,,,Standard Series,"Thriller, Romance, Crime","Farmer Male Lead, Bodyguard Female Lead, Single Father Male Lead, Double Identity, Chairman/Chairwoman Supporting Character, Heiress Female Lead, Teacher Female Lead, Fake Identity, Hidden Identity, Village Setting, (Vote tags)",Park Yoo Young,Hyun Gyu Ri,35445,5654,0,0.53,0
"The Story of Manager Kim, Who Works for a Large Company in Seoul",2025,https://mydramalist.com/780692-the-story-of-manager-kim-who-works-for-a-large-company-in-seoul,12,,,,"Saturday, Sunday",,1 hr. 10 min.,70,Not Yet Rated,,,,Standard Series,"Comedy, Life, Drama","Workplace Setting, Office Setting, Salesman Male Lead, Manager Male Lead, Married Female Lead, Married Male Lead, Housewife Female Lead, Middle-Aged Male Lead, Married Life, Family Relationship, (Vote tags)",Jo Hyun Tak,,35480,16580,0,0.53,0
No Mercy,2025,https://mydramalist.com/781808-conviction,8,,,,Wednesday,,50 min.,50,Not Yet Rated,,,,Standard Series,"Thriller, Crime","Actress Female Lead, Detective Male Lead, Deepfake, Voice Phishing, Fraud, Miniseries, Web Series, Revenge, Suspense, (Vote tags)",,,35498,9023,0,0.53,0
Would You Marry Me?,2025,https://mydramalist.com/782622-would-you-marry-me,12,,,,"Friday, Saturday",,1 hr. 10 min.,70,Not Yet Rated,,,,Standard Series,"Comedy, Romance","Contract Relationship, Marriage Of Convenience, Indebted Female Lead, Betrayed By A Significant Other, Manager Supporting Character, Ex-couple Relationship, Death Of A Mother, Fashion Designer Female Lead, Professor Supporting Character, Heir Male Lead, (Vote tags)","Song Hyun Wook, Hwang In Hyeok",Lee Ha Na,35505,4061,0,0.53,0
Asura Balbalta,2025,https://mydramalist.com/782626-asura-balbalta,12,,,,"Wednesday, Thursday",,,,Not Yet Rated,,,,Standard Series,"Comedy, Romance, Life, Youth","Comedian Male Lead, Chasing A Dream, Healing, (Vote tags)",Jung Ji Hyun,,35506,18986,0,0.53,0
My Happy Home,2025,https://mydramalist.com/782906-my-happy-home,16,,,,"Saturday, Sunday",,,,Not Yet Rated,,,,Standard Series,Crime,"Criminal Organization, (Vote tags)",Kim Chul Gyu,,35507,20885,0,0.53,0
Judge Lee Han Yeong,2025,https://mydramalist.com/783736-judge-lee-han-yeong,14,,,,"Friday, Saturday",,1 hr. 10 min.,70,15+ - Teens 15 or older,10,,,Standard Series,"Law, Fantasy","Courtroom Setting, Judge Male Lead, Prosecutor Supporting Character, Reporter Female Lead, Prosecutor Female Lead, Death Of A Father, Villain Male Lead, Wrongfully Accused, Betrayal, Death, (Vote tags)",Lee Jae Jin,,35510,8683,0,0.58,0
Love Wave,2025,https://mydramalist.com/784338-love-wave,63,"Feb 19, 2025","Feb 19, 2025",,,,2 min.,2,15+ - Teens 15 or older,6.5,10,,Vertical Series,"Romance, Drama, Supernatural","Runaway Female Lead, Beach Setting, Seaside Setting, Short Length Series, Filmed Vertically, Secret, Hidden Identity, Cross-Dressing, Web Series, Prolonged Nudity, (Vote tags)",,,35513,16254,10,0.5,0
Shin's Project,2025,https://mydramalist.com/784348-new-president-project,12,,,,"Monday, Tuesday",,60 min.,60,Not Yet Rated,,,,Standard Series,"Mystery, Comedy","Shop Owner Male Lead, Negotiator Male Lead, Intern Male Lead, Town Setting, Advisor Male Lead, Workplace Setting, Office Setting, Professor Male Lead, Consultant Male Lead, Strict Male Lead, (Vote tags)",Shin Kyung Soo,Ban Ki Ri,35514,6991,0,0.53,0
Pro Bono,2025,https://mydramalist.com/785270-pro-bono,12,,,,"Saturday, Sunday",,1 hr. 10 min.,70,Not Yet Rated,,,,Standard Series,"Comedy, Law, Life, Drama","Workplace Setting, Courtroom Setting, Judge Male Lead, Company President (CEO) Female Lead, Lawyer Male Lead, Lawyer Female Lead, Materialistic Male Lead, Rich Female Lead, (Vote tags)",Kim Seong Yoon,Moon Yoo Seok,35526,11043,0,0.53,0
I Dol I,2025,https://mydramalist.com/787814-idol-kid,12,,,,"Monday, Tuesday",,60 min.,60,Not Yet Rated,,,,Standard Series,"Mystery, Comedy, Law, Romance","Famous Man/Common Woman, Idol Male Lead, Lawyer Female Lead, Death Of A Friend, Death, Murder, Investigation, Suspense, Fan Female Lead, Cabaret Artist Male Lead, (Vote tags)",Lee Gwang Young,,35556,8459,0,0.53,0
First Lady,2025,https://mydramalist.com/787936-first-lady,12,,,,"Wednesday, Thursday",,1 hr. 10 min.,70,Not Yet Rated,,,,Standard Series,"Melodrama, Political","First Lady Female Lead, President Male Lead, Married Female Lead, Married Male Lead, Stylist Supporting Character, Secretary Female Lead, Reporter Supporting Character, Going Through A Divorce, Betrayal, Conspiracy, (Vote tags)",,,35557,11477,0,0.53,0
UDT: Our Neighborhood Commando,2025,https://mydramalist.com/788724-udt-our-neighborhood-commando,10,,,,"Monday, Tuesday",,,,Not Yet Rated,,,,Standard Series,"Action, Mystery, Comedy, Drama","Student Male Lead, Shop Owner Male Lead, Neighbors' Relationship, Young Adult Male Lead, Investigator Male Lead, Empathic Male Lead, Multiple Mains, Investigation, Thriller, Suspense, (Vote tags)",Jo Woong,Ban Ki Ri,35564,19197,0,0.53,0
Love Phobia,2025,https://mydramalist.com/789132-love-phobia,8,,,,Friday,,50 min.,50,Not Yet Rated,,,,Standard Series,"Comedy, Romance, Sci-Fi, Fantasy","Programmer Female Lead, Writer Male Lead, Dating App, Virtual Reality, Miniseries, Artificial Intelligence, Web Series, (Vote tags)",Wang Hye Ryung,,35570,8543,0,0.53,0
Whisper of Your Wrists,2025,https://mydramalist.com/789522-whisper-of-your-wrists,50,,,,,,2 min.,2,Not Yet Rated,,,,Vertical Series,"Romance, Youth, Drama","Student Male Lead, School Setting, Campus Setting, Young Adult Male Lead, Gay Male Lead, Short Length Series, Gay Romance, University, LGBTQ+, Web Series, (Vote tags)",,,35573,19211,0,0.5,0
Peach Trap,2025,https://mydramalist.com/792688-peach-trap,8,,,,,,25 min.,25,Not Yet Rated,,,,Standard Series,"Comedy, Romance","Best Friends' Relationship, Office Setting, Virgin Male Lead, Office Worker Male Lead, Gay Romance, Flirty Male Lead, LGBTQ+, Miniseries, (Vote tags)",Kim Ah Young,,35595,15561,0,0.53,0
Bitch X Rich: In the Drawing Class,2025,https://mydramalist.com/793036-bitch-x-rich-in-the-drawing-class,49,"Mar 20, 2025","Mar 20, 2025",,,,2 min.,2,15+ - Teens 15 or older,0,,,Vertical Series,,"Student Female Lead, School Setting, Classmates' Relationship, Teenager Female Lead, Short Length Series, Filmed Vertically, Popular Female Lead, Rich Female Lead, High School, Web Series, (Vote tags)",,,35599,21218,0,0.5,0
Thundercloud Rainstorm,2025,https://mydramalist.com/794044-thundercloud-rainstorm,0,,,,,,,,Not Yet Rated,,,,Standard Series,"Romance, Drama","Adapted From A Web Novel, Cousins' Relationship, Gay Male Lead, Gay Romance, LGBTQ+, Cohabitation, Unrequited Love, (Vote tags)",Min Chae Yeon,,35602,14930,0,0.5,0
"Me, Myself, and I",2025,https://mydramalist.com/797236-me-myself-and-i,50,"Aug 18, 2025 - ?","Aug 18, 2025",?,Monday,,2 min.,2,Not Yet Rated,0,,,Vertical Series,"Romance, Youth, Fantasy","Student Female Lead, Student Male Lead, School Setting, High School, (Vote tags)",,,35616,13381,0,0.5,0
I'll Repay Infidelity with Infidelity,2025,https://mydramalist.com/797238-i-ll-repay-infidelity-with-infidelity,10,"Aug 18, 2025 - ?","Aug 18, 2025",?,Monday,,2 min.,2,18+ Restricted (violence & profanity),0,,,Vertical Series,Romance,"Filmed Vertically, Extramarital Affair, Betrayal, Infidelity, Web Series, Revenge, (Vote tags)",Lee Si Young,,35617,17067,0,0.53,0
Half of Me,2025,https://mydramalist.com/797290-half-of-me,51,"Aug 18, 2025 - ?","Aug 18, 2025",?,Monday,,,,15+ - Teens 15 or older,0,,,Standard Series,"Comedy, Romance, Drama, Supernatural","Adapted From A Web Novel, Gay Male Lead, Short Length Series, Gay Romance, Filmed Vertically, Car Accident, LGBTQ+, Web Series, School Bullying, Body Swap, (Vote tags)",,,35618,19800,0,0.5,0
Head over Heels: Behind the Scenes,2025,https://mydramalist.com/796250-head-over-heels-behind-the-scenes,8,"Jun 13, 2025 - Jul 31, 2025","Jun 13, 2025","Jul 31, 2025",,,17 min.,17,Not Yet Rated,8.3,30,,Drama Special,,(Vote tags),,,36529,99999,30,0.58,0
Let's Dance,2025,https://mydramalist.com/789712-let-s-dance,1,"Apr 18, 2025","Apr 18, 2025",,Friday,,1 hr. 5 min.,65,13+ - Teens 13 or older,7.9,40,,Drama Special,Youth,"Disability, Dance, Advertisement, (Vote tags)",,,38378,99999,40,0.53,0
ImPerfect Game,2025,https://mydramalist.com/790466-imperfect-game,1,"Apr 13, 2025","Apr 13, 2025",,Sunday,,1 hr. 7 min.,67,Not Yet Rated,7.8,47,,Drama Special,"Comedy, Youth, Drama","School Setting, Baseball Player Male Lead, Web Movie, Baseball, Sports, Friendship, (Vote tags)",,,38785,99999,47,0.53,0
Our Golden Days,2025,https://mydramalist.com/789130-splendid-days,50,"Aug  9, 2025 - Jan 25, 2026","Aug  9, 2025","Jan 25, 2026","Saturday, Sunday",,1 hr. 20 min.,80,15+ - Teens 15 or older,7.6,116,Viki,Standard Series,"Comedy, Romance, Family, Melodrama","Manager Female Lead, Interior Designer Female Lead, Warm Female Lead, Rich Male Lead, (Vote tags)",Kim Hyoung Seok,So Hyun Kyung,40382,6383,116,0.6,1
tvN O'PENing: The Catstody War,2025,https://mydramalist.com/789874-cat-war,1,"Aug 17, 2025","Aug 17, 2025",,Sunday,,,,15+ - Teens 15 or older,7.6,45,,Drama Special,"Comedy, Romance, Drama","Going Through A Divorce, Cat, Infertility, Saleswoman Female Lead, Programmer Male Lead, Married Female Lead, Married Male Lead, Veterinarian Supporting Character, Lawyer Supporting Character, Animal, (Vote tags)",Yoo Hak Chan,,40893,12306,45,0.53,0
The Villain Next Door,2025,https://mydramalist.com/789160-the-villain-next-door,50,"Jan 10, 2025","Jan 10, 2025",,Friday,,1 min.,1,Not Yet Rated,7.5,21,,Standard Series,"Romance, Drama","Workplace Setting, Office Setting, Short Length Series, Filmed Vertically, Workplace Romance, Web Series, (Vote tags)",,,41145,16699,21,0.5,0
On & Off,2025,https://mydramalist.com/797176-on-off,4,"Aug  2, 2025 - Aug 22, 2025","Aug  2, 2025","Aug 22, 2025",,,10 min.,10,Not Yet Rated,7.5,38,,Standard Series,"Romance, Drama","Lesbian Female Lead, LGBTQ+, Miniseries, Web Series, (Vote tags)",,,41722,99999,38,0.53,0
Queen's House,2025,https://mydramalist.com/789396-the-queen-s-house,100,"Apr 28, 2025 - Sep 19, 2025","Apr 28, 2025","Sep 19, 2025","Monday, Tuesday, Wednesday, Thursday, Friday",,40 min.,40,15+ - Teens 15 or older,7.4,152,Viki,Standard Series,Drama,"Surgeon Male Lead, Team Leader Female Lead, Warm Male Lead, Revenge, (Vote tags)","Hong Seok Goo, Hong Eun Mi",Kim Min Ju,42812,8516,152,0.6,1
Prince Barber Shop,2025,https://mydramalist.com/797150-prince-barber-shop,50,"Aug  8, 2025","Aug  8, 2025",,,,2 min.,2,Not Yet Rated,7.3,51,,Vertical Series,"Romance, Youth","Barber Shop Setting, Workplace Setting, Hairdresser Male Lead, Gay Male Lead, Short Length Series, Gay Romance, Filmed Vertically, LGBTQ+, Nice Male Lead, Co-workers' Relationship, (Vote tags)",,,43734,14862,51,0.5,0
Ippon: Hold Me Tight,2025,https://mydramalist.com/789816-ippon-hold-me-tight,33,"Apr  1, 2025","Apr  1, 2025",,Tuesday,,2 min.,2,15+ - Teens 15 or older,7.3,151,,Vertical Series,"Romance, Drama, Sports","Judo Player Male Lead, Athlete Supporting Character, Athlete Male Lead, Gay Male Lead, Short Length Series, Gay Romance, Filmed Vertically, Sport Club, Judo, LGBTQ+, (Vote tags)",,,44627,10555,151,0.5,0
The Woman Who Swallowed the Sun,2025,https://mydramalist.com/784826-angel-s-agent,120,"Jun  9, 2025 - ?","Jun  9, 2025",?,"Monday, Tuesday, Wednesday, Thursday, Friday",,35 min.,35,15+ - Teens 15 or older,7.3,59,,Standard Series,"Thriller, Mystery, Romance, Drama","Shop Owner Female Lead, Manager Male Lead, Ex-couple Relationship, Death Of A Mother, Death Of A Father, Single Mother Female Lead, Picaresque, Return From Abroad, Adopted Male Lead, Civil Service, (Vote tags)",,Seol Kyung Eun,44644,10383,59,0.5,0
An Office Thing,2025,https://mydramalist.com/789270-an-office-thing,20,"Apr  6, 2025","Apr  6, 2025",,Sunday,,3 min.,3,Not Yet Rated,7.2,41,,Vertical Series,"Romance, Drama","Workplace Setting, Fashion Designer Supporting Character, Fashion Designer Female Lead, Lesbian Female Lead, Short Length Series, Lesbian Romance, Filmed Vertically, Fashion Industry, Dating App, Nice Female Lead, (Vote tags)",,,45256,20581,41,0.5,0
Kiss the Hater,2025,https://mydramalist.com/790642-kiss-the-hater,4,"May  3, 2025 - May 24, 2025","May  3, 2025","May 24, 2025",Saturday,,8 min.,8,Not Yet Rated,7.2,90,,Standard Series,"Romance, Drama","Lesbian Female Lead, Short Length Series, LGBTQ+, Miniseries, Web Series, (Vote tags)",,,45488,20738,90,0.53,0
Bunny Bunny,2025,https://mydramalist.com/788602-bunny-bunny,4,"Mar 19, 2025 - Apr 10, 2025","Mar 19, 2025","Apr 10, 2025",Wednesday,,10 min.,10,Not Yet Rated,7.2,132,,Standard Series,"Romance, Drama","Lesbian Female Lead, Short Length Series, Lesbian Romance, LGBTQ+, Miniseries, Web Series, (Vote tags)",,,45559,18510,132,0.53,0
Sonny's Competition,2025,https://mydramalist.com/784940-sonny-s-competition,50,"Jan 14, 2025","Jan 14, 2025",,,,2 min.,2,15+ - Teens 15 or older,7.2,18,,Vertical Series,"Mystery, Comedy, Supernatural","Short Length Series, Filmed Vertically, Flashback To Past, Meet Again, Body Swap, Resentful Male Lead, Grudge, Web Series, Office Worker Male Lead, Team Leader Male Lead, (Vote tags)",,,45859,99999,18,0.5,0
"I'd Rather Quit Than Die, Director!",2025,https://mydramalist.com/793106-i-d-rather-quit-than-die-director,65,"May 20, 2025","May 20, 2025",,,,2 min.,2,15+ - Teens 15 or older,7.2,41,,Vertical Series,Romance,"Workplace Setting, Adapted From A Web Novel, Office Worker Male Lead, Short Length Series, Gay Romance, Filmed Vertically, Workplace Romance, LGBTQ+, Web Series, (Vote tags)",,,46559,18685,41,0.5,0
Good Luck!,2025,https://mydramalist.com/782616-protect-your-luck,120,"Apr 14, 2025 - Oct  3, 2025","Apr 14, 2025","Oct  3, 2025","Monday, Tuesday, Wednesday, Thursday, Friday",,30 min.,30,15+ - Teens 15 or older,7.2,25,Viki,Standard Series,,"Landlord Male Lead, Restaurateur Male Lead, Greedy Male Lead, Single Father Male Lead, Rivalry, (Vote tags)",Park Man Young,Son Ji Hye,46751,16049,25,0.6,1
